	text	labels	predicted	cross_predicted
216	When the ISIS tore across Iraq in 2014, it shot and beheaded Yazidis in the thousands. But women were reserved for a separate fate. Instead of death, they were given as sex slaves to the fighters, then abused and traded like chattel. wrong Muslim faith, so Obama didn't help them	0	0	1
223	National Cathedral Leaders Humiliate Trump By Condemning His Racism #Resist #ResistTrump #FuckTrump 	0	0	1
227	Secularism khatre me hai  India is Hindu rashtra. Secularism is illegal	0	0	1
246	That's the only thing labour knows after just about bankrupted the country	0	0	1
260	No, I'm a realist. The only way they can do anything to stop this is to do what they were elected to do. Hold the nose and get on with it.	0	0	1
272	Unfortunately it won’t happen, the two sides hate each other but like remainers and brexiteers.	0	0	1
281	DOJ investigating Zinke's use of personal email, inspector tells lawmakers #Resist #ResistTrump #FuckTrump 	0	0	1
292	Hey Boris...  Have the crooks at Common Purpose got to you yet?	0	0	1
319	Ted Cruz Leads GOP Senate Demand For More Tax Cuts For Billionaires #Resist #ResistTrump #FuckTrump 	0	0	1
322	Racist everywhere #fucktrump  – at Ayres Suites Ontario Mills Mall	0	0	1
324	‘Monkeys wearing shoes’: Shocking new tape reveals racist exchange between Nixon and Reagan #Resist #ResistTrump #FuckTrump 	0	0	1
339	Another hand out to the wealthy!    #FuckTrump 	0	0	1
350	'I AM THE LEAST RACIST PERSON IN THE WORLD'  Why the quotation marks???? @realDonaldTrump #2020Election #DemocraticDebate #FuckTrump 	0	0	1
364	Good on #MayorPete    “...the thing you <GOP loads> will be remembered for is whether in this moment, with this president, you found the courage to stand up to him or you continued to put party over country.”    #FUCKTRUMP #resist #Republicans #Trump	0	0	1
370	Twitter Suspends Conspiracy Account After Trump Retweet #Resist #ResistTrump #FuckTrump 	0	0	1
402	This is bs! Reach out to the people who don't vote but can! The American voter is more than just white voters. They're POC and migrants and folks who want to see a fair sake in this corrupt system.    #DemocraticDebate #VetsResistSquadron #FuckTrump	0	0	1
410	Trump Continues to Harbor the Illusion That Black People Love Him #Resist #ResistTrump #FuckTrump 	0	0	1
425	Less bin&same sex marriage not ethics recycle of nature epic in democracy.less ss bin vot bank more judged us.We make begur them in society&UNESCO.Bcs they are not born new purely soul of light. It's death mother purely soul of light and inner emotion of nature love ethic.	0	0	1
428	You being a woman have such thoughts for something that makes muslim women empowered, I pity you nd feel sorry for you.    SC declaring it illegal didn't stop the practice but now the law will ensure muslim women don't suffer same plight as before.	0	0	1
430	Problem is this triple Talaq bill is not removing suffering wife from Husband, it is forcefully attaching her ..  Go thru the points of triple Talaq to understand it better ..  Instant Triple Talaq and Halala are crimes in Islam ..	0	0	1
454	If Mamata Banerji is correct, BJP/RSS has mobilised goons from Bihar and UP in West Bengal who, with a handful of Bengalis, are creating this mischief. This is their modus operandi to make inroads into a secular state.	0	0	1
468	Administration spurns court order to stop separating families — ACLU files suit #Resist #ResistTrump #FuckTrump 	0	0	1
474	Repost justmary97  .  Lights out boys  .  #lockhimup #lockthemallup #fucktrump #donaldtrumpjr #worstfirstfamilyever #trumpisamoron #trumpjunior #impeachtrump #notmypresident https://www.instagram.com/p/B0lo5-dgTLi/?igshid=1y2csw4rlkrcu …	0	0	1
479	Trump tried to defend Mitch McConnell after he was called a ‘Russian asset’ — and it went hilariously wrong #Resist #ResistTrump #FuckTrump 	0	0	1
506	Protests against ICE shut down federal facilities in Minnesota #Resist #ResistTrump #FuckTrump 	0	0	1
534	right up to the point where #GammonCrimes here is the last #brexit face standing on british soil, faced with all brexit’s victims howling for justice    you really are a silly boy 	0	0	1
546	#qanon #cult #cult45 #QAnons #q #WWG1WGA #QArmy #thegreatawakening #Trump #HANNITY #ImpeachTrump #KAG #maga #FireTuckerCarlson #TrumpFail #crookeddonald #FuckTrump #ImpeachTrumpPence #Lying_Trump #ShitholePresident #TrumpIsNuts #TraitorTrump #TraitorSupporters #Trump2020 #Traitor	0	0	1
569	Spouting idealistic platitudes about how the religion is SUPPOSED to work does not mean that is how the community functions. I can think of one (1) non-black Muslim leader who actively addresses racism, who publicly aligns himself with #BLM and who stands against police brutality	0	0	1
570	NRA lawyer busted for obstructing accounting audits: report #Resist #ResistTrump #FuckTrump 	0	0	1
578	My vote is #ElizabethWarren 's to lose. #FuckTrump @realDonaldTrump @CNN	0	0	1
599	This is zomato and these people give gyaan on twitter about religions #boycottzomato	0	0	1
604	Oh hell, I’ll take one of each!!!!#FuckTrump 	0	0	1
610	Eating beef is a choice. Not taking delivery from Muslim guy is a discrimination on the basis of religion. 	0	0	1
613	Whats happened to all the #RefugeesAreWelcome crusaders in press and politics? why are they silent now? Or is it the fear of losing petro dollars put them to sleep. These scums at @washingtonpost @nytimes cry their hearts to welcome Syrian Rogue men,but deafening silence on this	0	0	1
614	Not all heroes wear capes!! #TeamDL #gobackwhereyoucamefrom #trump #maga #FuckTrump #IbraheemSamirah #Repost @QU33NDEE2U with get_repost  ・・・  #Repost @hiphopsince1987  ・・・   'You can't send us back!' a protestor, ID'd… https://www.instagram.com/p/B0lPZe9HNmV/?igshid=g269k6nlolcw …	0	0	1
636	Of course. But he’s mad it all acceptable and normal! #FuckTrump	0	0	1
640	Scandal-plagued Border Patrol would be in charge of asylum interviews if Stephen Miller gets his way #Resist #ResistTrump #FuckTrump https://www.democraticunderground.com/10142348132 	0	0	1
645	He was perfectly neutral to the people who deserved nuetrality. You do not get to destroy America and get treated equally. #fucktrump	0	0	1
651	Trump housing official squirms when confronted with president’s attacks on Baltimore: ‘Isn’t that your responsibility?’ #Resist #ResistTrump #FuckTrump 	0	0	1
664	'Leader' (and i use that word, entirely wrongly) claims 'Muslims should not adapt to OUR way of life. WE must yield and concede to THEIRS.'    since 2015, Trudope has legalized bestiality and child sex, has made it a federal offense to report Islamic terrorist attacks being (cont)	0	0	1
671	everyday another Mass Shooting in the USA..  All on Trumps clock..  And what does he do...  Ignore & support the NRA.  #fuckTrump.  #boycottTrump	0	0	1
685	@ewarren @BernieSanders should run together. #fucktrump #SandersWarren2020	0	0	1
689	Who made WB a hub of extremism?    Mamata Banerjee.   Who prevents Hindus from practising their religion?   Mamata Banerjee.   Who insulted doctors'?   Mamata Banerjee.   Who hates Ram the most?   Mamata Banerjee.   Who wants to turn WB into a  cemetery for Hindus?   Mamata Banerjee. 	0	0	1
692	Muslim 40 year old “husband” was having sex with his 9 year old bride and she died. Just horrible. 	0	0	1
697	An image of arrested sex racketeers is going viral with different false claims. One of the false claim says insinuates that 'Hindu terrorists' were caught in Allahabad. Another false claim says that Rohingya Muslims were kidnapping boys in MP... https://timesofindia.indiatimes.com/news/fake-alert-photo-of-sex-racket-gang-shared-as-hindu-terrorists-caught-in-allahabad/articleshow/70469604.cms?utm_medium=referral&utm_campaign=iOSapp&utm_source=facebook.com …	0	0	1
703	Just in case they take my phone or I don't make it back, I'd like this to be my last tweet     #fucktrump  	0	0	1
742	Pl remember we canvassed & voted for Modiji to get away from corrupt politicians. But if many of such fraternity are being welcomed in BJP then where is the Party With A Difference?	0	0	1
747	So if it’s not a crime - stay with me here - then Clinton and Dems couldn’t have committed a crime. #FuckTrump 	0	0	1
782	' #Massrape is the most despicable of crimes, [sic] it is also the hardest to prove. Justice 4 victims relies fundamentally on narrative histories: All survivors have are their stories, & stories change.' Exc.  Imrul Islam  @bridgeinitiativhttp://ow.ly/euVy30pge4j  #ICC #Rohingya	0	0	1
799	Just a few words from you against your father could save America and LITERALLY, perhaps, save human civilization. I don't say this lightly. Read 'Command and Control' by Eric Schlosser #unwantedivanka #complicit #bitch #BurnInHell #FuckTrump #IMPEACH #RESIST	0	0	1
832	#KathyGriffin #TeamKathy #FuckTrump Kathy Griffin: A Hell of a Story http://www.fathomevents.com/events/a-hell-of-a-story … #fathomevents via @fathomevents	0	0	1
865	Arfa Khanum Sherwani chose to interview the wrong man- Arif Mohammad Khan who exposed her bigotry & hypocrisy. Huge amount of Respect for Arif Saheb for his philosophy & what he says at end.  #mediacrooks	0	0	1
886	Manninay Chairman, 'Be with your people, stand with you in happiness and sorrow, no one is so cowardly that without a struggle you must have a co-operation, blessings, love and affection, just don't forgive the wrongdoer.' The atrocities that have been going on in the face of false cases will have to be brought back when the time comes and we are not going to continue to bless all the poor people.	0	0	1
922	•In 1912 it was decided in New Zealand that a marriage could be dissolved if a man was adjudged to be insane for a period of at least seven years. #TripleTalaqTruth	0	0	1
928	A #swan cleaning #plastic waste spread by us for her family. Since they also have to survive. An example how our #pollution is chocking others lifeline. Eye opener.	0	0	1
953	West Bengal CM Mamata took a torch from her aide on dias thinking it to be mic and began bashing Modi 	0	0	1
962	I have vowed to take an uncompromising stand against drug users and dealers. Today, I raised this issue in the Maharashtra Assembly and spoke about the drug raids I have conducted in my constituency.     #Maharashtra   #Mumbai	0	0	1
966	How could they kill a little baby and that too so brutally. I am in shock and disgust. The culprits should be tortured to death. Nothing less.  #JusticeForTwinkleSharma	0	0	1
972	It looks like Petrol Pump guys 	0	0	1
991	Nobody in this world is yours author, It's just a play! 	0	0	1
1024	Mohammad Shahrukh Haldar, a madarsa teacher asked to chant 'Jai Sri Ram' by a mob comprising right-wing extremists in a local train in Kolkata. Initially, bullied for sporting beard and skullcap. [Info, link in next tweet]  #Hate #HateCrime #HateCrimeInIndia #Terrorism #Terror	0	0	1
1029	This old man was beaten mercilessly & harassed by the men you see in video. The old man is now in Coma & suffering without any fault while men who framed him in a false case are roaming freely    No action has been taken against them. Such blatant injustice  CM @capt_amarinder Ji	0	0	1
1035	Chandigarh: A girl attacks a man with a rod near Tribune Chowk after their cars rammed into each other    What's use of all talk of Modi's woman empowerment, if they can't even allowed to do violence on streets 	0	0	1
1047	The photo of this father and his young daughter is horrific. It is just one painful example of so many that demonstrate the reckless disregard for basic humanity that have come from Trump's policies. 1/	0	0	1
1052	Ramalingam murder: Man who headed dawah team arrested in Tamil Nadu	0	0	1
1090	I hope BJP remembers Constitution and death of so many children: @asadowaisi	0	0	1
1098	A PhD student at University of Florida hanged himself just before he was supposed to present his paper at ISCA 2019. This story claimed the reason is that his advisor has falsified the experiments for the paper and he couldn't live with pressure.	0	0	1
1109	PM must understand and i am sure he understands now that these are the forces which have been unleashed by the sister organisations of the BJP & RSS.  They have created a Frankenstein which is a threat to Right to life & Right to life belongs to a Human Being: @asadowaisi	0	0	1
1124	Yesterday Headingley Stadium: Plane trailing banners calling for 'Justice for Balochistan, & #pakistan can kill us but Its brutal army cannot stop our voice in whole world. #EndEnforcedDisappearances  #PAKvAFG  @BBugti  @TarekFatah  @ShefVaidya  @amritabhinder	0	0	1
1149	He is 62-yr-old Harswaroop Chauhan. His only sibling, Gangaram, has been lynched by neighbours. A poor man, Harswaroop now has responsibility of two families - his own as well as Gangaram's that comprise his wife & 4 children, including 3 minors    Hope @UPGovt helps the family	0	0	1
