	text	labels	predicted	cross_predicted
175	Man I still ain’t got mines #fucktrump	0	1	1
196	And may God bless you with a Muslim doctor when you are at your weakest and most dependent on a doctor..!    So that you REALISE your nonsense at least at the time of ur death.. if not before..!	0	1	1
200	I don't know why it's called 'The Great Hack', because it isn't about a hack at all. But it's on Netflix and it reveals the very scary, very dirty and seedy underbelly of the situation that the UK and US are in now. #Brexit #Trump	0	1	1
207	Sudhir     Run a dna on population control    All problems solved, can you convince UP Hindus n Muslims to cut back on unprotected sex n population control	0	1	1
232	Derek NoBrain’s aukat? Let us see, he cannot win an election in WB, he can only suck up to Mamata Banerji and sound smart, Mamata falls for it because of her weakness in English, but now there is Mahua. Derek is a nobody and my prediction is he will fade out sooner than later 	0	1	1
238	Do u even know what is halala or just keeping blabbering..it is already forbidden in islam.	0	1	1
255	@reality45325068     I used to live with a Sri Lankan Sinhala .....know lots of stuff Muslims    Like sex slaves ....arabs come to SL use Paki/SL/Maldives women as sex slaves ...    There are lot of pakis/arabs in SL.    Sri Lanka is different ..    .India is different...	0	1	1
285	There is no place for halala in islam. Allah wii give curse to those who do nikah halala.	0	1	1
303	Pennsylvania Republicans under fire for putting minority congresswomen’s faces on dartboard at county fair #Resist #ResistTrump #FuckTrump 	0	1	1
307	why don't people ever talk about the 1.5 million whites who were forcefully enslaved by the African Muslims and turned into galley/sex slaves. much worse fate than being a plantation slave.	0	1	1
316	My friend: The GOP is now the party of rape, racism, misogyny and xenophobia - unless of course Russia is involved. MAGATS just don't get it. The GOP is DEAD. #fuckracists #fucktrump #suckstobegop	0	1	1
342	Even if everybody was, certainly millions and millions of people aren’t calling a single person a racist.   #Trump #RacistInTheWhiteHouse #RacistInChief #POTUS45 #FuckTrump #RacistRapistPresident #RacistPOTUS #Racist #RacistRepublicans	0	1	1
344	Just think what could be done with that cash here!	0	1	1
345	Boris Johnson Elected New PM for the UK, 2725 - YouTube Obama was a quisling, and Islam apologist, a cultural Marxist. Hope Palmer is a disgrace to the presidency of the United States 	0	1	1
354	via @PamelaGeller: Muslim Terrorists Vow New Attacks on the West, Homicide Bombers in New York, Burning Palace of Westminster in London #ISIS http://dlvr.it/R9R1tP 	0	1	1
382	I think he expected crowds of Tories to come out to support him. He has that same needy problem that Trump has.	0	1	1
384	Democracy is a bitter pill. Only people who could upend peace are terrorists, you may know some.. disgusting scaremongering.    'Bluster and bravado' is a perfect description for Sinn Fein who are loyal European Unionists and champions of the EU Commonwealth.	0	1	1
392	'Republican Jesus' He's not like the real Jesus, this guy only cares about rich, white people.   https://www.teepublic.com/t-shirt/5467470-republican-jesus?store_id=123265 …  GET 35% OFF EVERYTHING!!!   #jesus #religious #Hypocrisy #Hypocrites #offensive #fucktrump #only #Socialist #progressive #Election2020 #RepublicansAreEvil #tees	0	1	1
397	They have sold their themselves and their SOUL. FOR JUST MATERIALS.	0	1	1
399	Lol...anyways..MUSLIMS invented flying donkey, flat earth, sex with goats, donkeys and minors girls. We definately wont be doing that. No one else would do it.	0	1	1
404	These lists of banned substances have been around forever.  Stupid boy.	0	1	1
411	Majority of these are fake news. 'Muslim ban' was countries where terrorist were operating. 'Mexicans are rapists' was referring to the smugglers. Even Huffpost said 80% women and children are raped crossing the border.	0	1	1
439	Now doubt women is not a sex object “ pagans” used treat someday object . Islam gave women all rights and all guidelines how to act with her husband. Now read Quran as Muslim and then talk . Don’t give us these pagans lectures 	0	1	1
442	Yes it is true and she's also a bigamist.  She married the 2nd b4 divorcing her 1st.  But her excuse is that her 1st marriage was according to Muslim beliefs.	0	1	1
447	I see what you mean.    It's like in Russian Roulette, you have the 'opportunity' to blow your brains out.    #c4news #StopBrexit #BrexitReality #BrexitChaos #BrexitShambles #BrexitMayhem #RevokeArticle50 #RemainerNow #Brexit	0	1	1
465	#MAGA???  #FUCKTRUMP!     #FUCKYOUREPUBLICANS!   	0	1	1
494	Yeah, so, Islam is an idea, not a race.  ...a terrible, hateful, idea and you disgrace yourself in its defense.  Everybody likes the legal immigrants.  Most of them are voting Trump.  :)    Sincerely, some guy, native of some place.	0	1	1
498	Mamata hasn't became mad, she changed her disgusting strategies:    1. Total M vote  2. Divided H betwn Bangali & non-Bengali    For 1: She showed anger against Jai Shri Ram  For 2: Controversial statements in hospital, doctors are outsiders, BJP outsider's party, Bengali language etc.	0	1	1
508	Bruh the bar prices at ICC are so fkn stiff. There's no way I'll be paying double-triple the initial price for vodka and lemonade. Need my brothers to get a bottle bc how must I jol without it?     Holy fuck I sound like a typical brown uncle	0	1	1
509	'We Should've Built A Wall'   Upset your racist relatives next Thanksgiving.  https://www.teepublic.com/t-shirt/5467819-we-shouldve-built-a-wall?store_id=123265 …  GET 35% OFF EVERYTHING!!   #NativeAmerican #fucktrump #Immigration #immigrants #immigrantsgetthejobdone #progressive #socialist #nowall #dontbuildthewall #DoubleStandards #Hypocrisy	0	1	1
535	In the name of Islam, there should be no room for the disgrace and injustice of women in Pakistan.  #اسلامی_معاشرہ_کا_قیام	0	1	1
543	Jesus. How much longer do we have to put up with his garbage? I honestly am in shock the man is still standing. #fucktrump	0	1	1
547	Muslim complaint then look into this. Hindu complaint then food has no religion! Wow @ZomatoIN this was the worst PR you could have done to yourself to get some eyeballs from NDTV and liberal gang !	0	1	1
551	#MoscowMitch #fucktrump  Moscow Mitch thinks this is the official seal of the president of the U.S..  Don't Tell him he is wrong.  He gets all sad and weepy when his omniscience is questioned. 	0	1	1
555	Try serving non halala meat to person practicing Islam and then tell food has no religion you hypocrites ,	0	1	1
557	The Twitter troll army has gone so mad that they're uninstalling Zomato to show their support knowing that they'll install it again after few days when lured by offers and discounts. I want to ask dumb Twitterians isn't this hypocrisy?	0	1	1
559	If you don’t stop flip flopping you will be toast.	0	1	1
562	But Arlene and the extreme unionists do not want that, and they are the Jenga brick stopping the Tory roof collapsing.	0	1	1
565	This is awesome, playtime uniting two countries. Someone take #chumptrump and the Mexican president to the park please. It’s the politicians who are creeps #FuckTrump 	0	1	1
571	@DnaZeeNews I am a Hindu Hindusthani Nationlalist.Down with Mahuwa Moitra and her supporters.She is parrot of Mamata Banerji & TMC.Abusive talk ,languge , Word, behaviour is agressive & condemed.Fascism is in West Bengal.Down with Martin Longman.Jai Hind !	0	1	1
582	Most Of America’s Terrorists Are White, And Not Muslim 	0	1	1
588	By that standard all international treaties are undemocratic. A pretty useless adjective.    Nobody will stop the UK from exiting that treaty, esp. not if the future EU should block a good solution for the border in bad faith. What do you think would happen?	0	1	1
616	India's current political scenario will resurface in Bollywood in Nov. SRK (Congress) vs Aamir (Mamata Di). Salman doesn't give a fuck (BJP)	0	1	1
617	Where is your self-respect? Are you really OK with being the bumbling pawn of the alt-right?	0	1	1
632	Look what they did to Jamal Khashoggi, they don’t care. They’re a disgrace for Islam	0	1	1
637	Rape, murder, butchery, bombs, Rdx, throat slitting, using Allah's & Muhammad's name, sex slave trade, drug money...all this in the name of Allah, the merciful.    Muslim intellects of India wont raise a voice against this filth.    Continued:    https://www.jihadwatch.org/2019/07/islamic-state-the-soldiers-of-the-caliphate-is-everywhere-and-will-attack-immediately-in-your-countries …	0	1	1
647	Bro, Halala is just a product manufactured by these moulvis. We reject it but you'll listen to them, how can i help u here.    They have hijacked Islam. Halala is sheer non-sense but regretfully some Hindus use this to mock muslims.	0	1	1
649	#moscowmitch is #putinsbitch. Just waiting for my #fucktrump cup and will order another.  Thanks for all you do!	0	1	1
653	And then he went & hid in Stormont for the duration of his visit #johnsonisacoward	0	1	1
666	These clubs constantly take advantage of these friendlies you pay top dollar for a ticket to see some kid play from the B team. Here in NY we’re starting to learn our lesson I won’t attend these stupid ass ICC matches ever again. It’s a Con	0	1	1
679	they seriously believe that we Muslims will leave India if they keep mentally torturing us by constantly attacking our religion? Islamophobia has actually made us mentally and spiritually stronger dayummm!!!	0	1	1
688	CNN & Lemon are Anti-American !  Hate the President ?  Is a SLAM against America ! Far Left want to Destroy America. DEMS Rigged the State Elections allowing Radical Muslims to promote HATE & TERROR ! Ilahn Omar. Rashida Tliab, OAC, Pressley !  We will PROTECT America !	0	1	1
693	Hindu: I don't want my food being delivered by a M in this month of the season.  #Zomato: Religion my ass. Food is religion.     Muslim: I will not accept non halal food.  Z: Forgive us your highness. We respect your religious sensibilities and will do as thy command #boycottzomato	0	1	1
695	Somebody needs to educate ALL - How can OTC product be termed as doping by ICC standards? It’s either banned or NOT banned ? This is stupid legacy rules continuing setting up failures	0	1	1
701	No. Infact I rated it 5 star and 1000 like me have done so. Good deed done by Zomato to expose a pervert. https://twitter.com/nirajmishra_/status/1156557884571783168 …	0	1	1
714	Did Mamata n Patnaik say fuck off to KCR ? Did Modi say that too ?     #FrustratedKcr #deeply     @trsharish   @RaoKavitha	0	1	1
725	Don’t dare offend Islam ....it’s a disgrace how they treated this man.	0	1	1
736	You can try to tear our hearts out, but still we rise. #immigrantsmakeamericagreat #immigration #fucktrump https://www.instagram.com/p/B0lgniOA2Rx/?igshid=76wi9ec1qneq …	0	1	1
741	Harland and Wolff are going bust. They will be even more of a Titanic disaster after October.	0	1	1
768	Good job #Sweden  You've abandoned your people. #smh #RefugeesGoBack #GlobalismIsDead #WeAreWatching #WeAreWaiting	0	1	1
773	And Im suggesting Boris goes round the DUP so he doesnt need their support. They dont represent majority opinion in NI anyway. Its madness: a NI party who dont represent a majority in NI holding up brexit because they dont want a NI only backstop 	0	1	1
776	No, it's not happening in Arab world. And planned Halala is a strict crime in Islam. As worse as adultery which is a major crime.	0	1	1
791	Watching cricket is like watching flies fuck. No loss. 	0	1	1
792	Only hoping that no undeserving team wins due to stupid and rubbish point system by ICC	0	1	1
854	#OpQAnon #FUCKQanon #FuckTrump #OpTrump @GOP #KochSuckers #ShinyObjects #ShockDoctrine #Worldwide #FUCKThem	0	1	1
866	FACT: Seeds of decay in #mcx @ncdex were sown during his tenure. Killed jobs.     @SEBI_India @FinMinIndia @PMOIndia @ETPrime_com @EconomicTimes	0	1	1
907	Definition of FOOL as per http://dictionary.com , http://en.oxforddictionaries.com   “a silly or stupid person; a person who lacks judgment or sense / a clown”    Why @nipfp_org_in @bsindia etc are tolerating him?	0	1	1
935	Attack on any place of worship or worshippers is an attack on the very pluralism & diversity of our dear country.    This act of vandalism is highly condemnable & I demand that the culprits be prosecuted & convicted in a time-bound manner	0	1	1
943	How’s the Josh?     IAF- flying High sir     How are the terrorists?    IAF- 300 died sir     #AirSurgicalStrikes	0	1	1
975	#Pakistan is a like a rogue state. Some of our politicians should learn from #Bangladesh     @MehboobaMufti @OmarAbdullah @MamataOfficial      Bangladesh halts visas for Pakistani nationals amid diplomatic impasse	0	1	1
1070	Bangladeshi Islamic terrorists are in India. India should not be a safe haven for them.	0	1	1
1079	Arfa Khanum Sherwani chose to interview the wrong man- Arif Mohammad Khan who exposes her bigotry & hypocrisy & shows mirror to musIims who turn blind eye to ills in their own religion. Huge amount of Respect for Arif Saheb for his philosophy & what he says at end	0	1	1
1102	Some sissy called Ajai Shukla claimed I didn't have the 'guts and stature' to walk on the street in Srinagar. Sharing a video I just recorded while driving in Srinagar. I've been staying less than km away from Lalchowk. I have a threat to my life. But haven't sold my conscience.	0	1	1
1132	Did you know that Syed Ali Shah Geelani had given a shutdown call yesterday (Friday) in support of so called 'political prisoners'? Not a single shop was shut in Srinagar. Life was normal in Kashmir. Infact traffic jam in many areas. Thugs of Hurriyat can't fool Kashmiris now.	0	1	1
