	text	labels	predicted	cross_predicted
620	@MamataOfficial Begum Mamata worry not.    Wise People of West Bengal kick you out of office soon now.    Your arrogance,    your anti-Hindu stand,    anti-Doctors stand,    anti-Indian culture stand,    your WB anti-development stand,    your anti-Muslim development stand    brings you down.	1	0	0
728	#boycottzomato #IStandWithAmit #Zomato you have two rules simultaneously for hindus and for muslims..... And that's not fair.... We live in a democratic secular country where every 1 has the right of choice.... By hurting the majority sentiments, you have taken a risk...Not fair.	1	0	0
740	(1)Carry on there are many muslims name like--yasmin bhatt,adu dusana,bagdadi,laden....baaki lakho hai naam btane ka koi jariri nahi hai tm v jante hoge....aur jinka naam tm liye ho unki respect har indian krta hai kyuki unhone desh k liye bhoot kuch kiya hai	1	0	0
755	Few eminent Muslims of Kolkata have written letter to Mamata Banerjee about:    1. Attack on Doctors  2. Attack on ex Miss India.    Eminent Muslims said- 'In both cases attackers were Muslims & Mamata should punish them.'    -    Even Muslims know Sky is the limit of Mamata's appeasement	1	0	0
797	The reason I prefer to step out to shop not to this bull shot e-commerce.  Please execute delivery to a Muslim customer through a Balmiki person & see the monkey dance.    I urge people be active, step out yourself to shop, be healthy get what do you want.	1	0	0
812	That’s not white supremacy though is it. That means whites thinking AND ACTING as though they are superior to others. What these Jew/Muslim joint actions are concerned with is protecting stuff like Halal/Kosher, circumcision and the right to wear religious garb. 1/2	1	0	0
819	The same way ...zomato provides food without discriminating...and bhakts can’t delete twitter other wise where they can blabber thoughts ... p. S :- I am neutral audience. But go check definition of liberals and bhakts.. and then see mirror and ask yourself which is good	1	0	0
820	Even after the international disgrace and (genuine) outrage of Rotherham with the release of the Jay Report, the priority remains 'community cohesion' and sensitivity to Islam over justice and protecting children.  It boggles the mind, and is a sign that the UK's future is dire.	1	0	0
825	At home Saheb is all tough but on US trip , he turns into a #DIHATI_AURAT asking @POTUS to mediate on #KashmirIssue	1	0	0
833	What kind of wish is that Ex CM wants his state to burn...@ncbn he is sounding like a FASCIST..he will be liked only Mitra @moitra_mahua and Mamata banerji @MamataOfficial	1	0	0
841	Yet you project the shortcomings of the muslim ruling class on to others, DEFLECTING , DIVERTING AND LYING TO THE MASSES!!! #bdsmovement	1	0	0
849	Unless your marrying someone who’s not Muslim or someone of the same sex, 99% all parents will accept it at some point	1	0	0
851	YUP  Bless your MP for setting it all up.  The Muslims have to be given a special deal    Did you read that leaked document   where Politicians are trying to set up 2nd more protective sex offenders Register for Muslims only.   This would Stop the Public or Media from exposing them https://twitter.com/juliahu90326989/status/1156631499288002561 … pic.twitter.com/xbbmsr20ue	1	0	0
858	BJP government's promise of scholarship to minorities is as hollow as their other jumlas.   Perhaps the Yogi led UP government @BJP4UP should explain its veiled attack on Urdu language and madrassas @syedasimwaqar	1	0	0
898	Who will you give the award of biggest chutiya among the two chutiyas    Rt for 1st chutiya @sanjaymanjrekar   Like for 2nd chutiya @SumitkadeI     My vote goes to samosewala 	1	0	0
931	#Dalal And #Paid_Media Yy Silent On This News ??    Now ALL #Hindu Brothers And Sisters SEE The #CCTV_FOOTAGE How INNOCENT & #Peaceful_Muslims Attacks on #Hindu_Temple at Lal Quan Delhi in #Kashmir 'Stone_Peter's' Style    @ippatel @KapilMishra_IND @Swamy39 @sudhirchaudhary	1	0	0
989	Best Totichor in the worldproud you sir❤❤❤	1	0	0
994	Way of giving talaq is different u mullas give talaq instantly and at will.....  While non muslim can't give talaq, they have to go to court...  So stop Ur nonsense	1	0	0
1004	Oh really, who promised you years sister, what if you sleep and didn't wake up tomorrow, i have seen many people died like that, healthy people, having no past health issues, died without any preparations	1	0	0
1032	England won the match because तेरे जैसे रंडी के बीज ही गुलामी करते थे उनकी    #INDvENG	1	0	0
1050	It wont affect to alia but it will effect to your TRP...भोसडीके	1	0	0
1077	Indian sexy girl Full sex video#फुल चुदाई https://ift.tt/2KSQ23B 	1	0	0
1089	I am with my friend Amarprjt   kumar visvas   भोसडीके	1	0	0
1103	Lutyens Journalists including Ravish, Abhisar, PP Bajpai, Ashutosh, etc discussing saffronization of Indian cricket team Jersey in this fake WhatsApp group chat.    Please do read and give feedback.	1	0	0
1125	Divorce may be initiated by either husband or wife. If the husband seeks the divorce, it is called Talaq. If the wife wants the divorce, it is called khula. #tripletalaqtruth	1	0	0
