	text	labels	predicted	cross_predicted
348	Boris Johnson. 'Ireland! Ireland!' 'I thought you said we were going to Iceland, I wanted to get a couple of frozen pizzas and a chicken tikka'	0	1	0
351	@mamata_for_PM ACTUAL HITLAR IS MAMTA BANERJI IN WEST BENGAL...TOTALLY ANTI HINDU AND PRO MUSLIM...MULLI	1	0	1
356	“Q”: How do you plan out for the widespread activation of sleeper cells and disaffected Muslim youth (both sexes) of military age into performing terrorist attacks the breadth & width of the country? @MonkHeretical has the answer, but no one will like it. @QTAnon1  @DanMcCaughan	0	1	0
358	Poor New Zealand  .  .  .  #worldcup #ipl #cricket #cwc #viratkohli #india #icc #indiancricketteam #rohitsharma #msdhoni #teamindia #dhoni #pakistan #virat  #bhfyp #tilltoss	0	1	0
363	Hey Liz, do you normally put up a flag in your office of the country you’re about to call?  Or are you in Australia, in which case, why are you on the phone, and not meeting in person. Asking for a friend.  #Brexit	0	1	0
368	The Interim Committee should show those insubordinate, overpaid, underperforming and inefficient yahoos who is boss. Their employment is governed by the laws of Zimbabwe not by the ICC. Now that the only people who were a concern have become too stupid to help. Burn and rebuild	1	0	1
369	You have to leave No Deal on the table to make them realise that you want a better deal apparently.	0	1	0
374	Well at least Boris Johnson will get the legacy he deserves, The LAST Prime Minister of the United Kingdom who broke up the Union	0	1	0
375	Great Historic Step In Gender Inquality & Injustice  Where Muslim Men Get Favoured Naturally & Women Are Till Date Exploited Sexually By Primitive Laws In Islam ie. By #Halala GIL 	0	1	0
376	Why would Spain stop selling us tomatoes after #brexit?  @Arron_banks	0	1	0
383	Muslim 2 his wife  Talaq-Talaq-Talaq,wife chats back Modi-Modi Modi.This is a Victory 4 Fair sex.India rejoices today as da Triple Talaq Bill Passed Jai Hind	0	1	0
403	Of course you do; get #Stormont working and you won’t be bound by #DominicGrieve’s sensible motion to force you back to #Parliament with its democratic oversight of your #brexit machinations.   Every single thing you do and say is low, deceitful and Machiavellian.  #NotMyPM	0	1	0
416	Ma'm It Is PRASHANT KISHORE EFFECT.    To Revamp Image of Mamata  Banerji.& Fool Indians for his Personal Gains     @ShefVaidya	0	1	0
427	I hold out no hope of you doing anything productive, except for your rich mates.	0	1	0
429	When you're in battle, cowards & the compromised will undoubtedly show themselves. When they do, believe them. Cowardice gets people hurt & killed    #IStandWithIlhan   #ProtectBlackWomen   #FightTheTransBan   #NoMuslimBanEver  #RefugeesAreWelcome    Our struggles & freedom are connected	0	1	0
435	So there’s another white racist President? How many Republicans will proudly refer to themselves as “Reagan Republicans” now?Reagan's Racist call with Nixon Found #IStandWithIlhan #IStandWithTheSquad #FuckTrump 	1	0	1
438	We’ve also achieved the highest debt in history, become a laughing stock among our allies, and discovered more corrupt members of the trump administration and associates than any other time in history. #FuckTrump #FuckPence #FuckTheGOP and #FuckMoscowMitch	1	0	1
440	Or Tory strengthening and no need for Arlene and bored in Irish Sea and move on , he will dump DUP if he can and problem sorted	0	1	0
452	Appeasement charge: Muslims urge Mamata to punish those guilty of attacking doctors, accosting model    	1	0	1
453	Not really. Consider a choice between no deal or a deal but with a *NI Only* backstop. Which would parliament vote for?	0	1	0
460	Dan uwarki  Use Google translate kinji  Islam is the best  Whoever follow our islam will escape  If u reject or abuse us will end up at place of disgrace humiliation and misery 	1	0	1
461	@IlhanMN   The first 2 would cripple the economy.  The 3rd one is a joke concocted by an idiot bartender.  There's no 'Muslim Ban'. If there was, your lying ass never wouldn't be here.  If you do #5, I want reparations because I paid mine.  #6 - #Build the Wall  #WednesdayWisdom #MAGA	1	0	1
476	Got to give it to fox though, they know thier target demographic:  Stupid!  #Hateriot #Fucktrump #CheetoPedoPrez	1	0	1
485	Warren and Sanders are pretty cool, true. But have you met these cats???? #RallyTogether #MedicareForAll #FuckTheYankees #FuckTrump 	1	0	1
493	BECAUSE THE USA GOT INVOLVED IN EL SALVADOR NOT 'MUSLIM COUNTRIES'  	1	0	1
505	Are you prepared to use your 7 votes in Westminster to try to stop him?	0	1	0
513	Does that include selling us out with the WA with the backstop removed leaving us a vassal state or 2 more years stuck in limbo just like the 3 wasted years already	0	1	0
517	That's what made u to write here. OK. How Zomato treats halal meat for specific eaters? That time religion counts	0	1	0
525	I didn’t assume you were a liberal ... I was just voicing an opinion on liberals ... sorry if I offended you by and would never accuse anyone of being a liberal until I’d seen them drool ..... 	0	1	0
527	Wrong. Grooming gangs make up for 3% of all sex crimes and Muslim men are responsible for 2.7% of those whilst being 2% of the UK.  White men commit 90% of al sex crimes whilst being just 37% of the UK. Do the sums dear. White males are the highest sex offenders in the UK.	0	1	0
531	I'ts his choice, you can't force him to get served by Muslims.	0	1	0
539	By screeching her tonsils off @MahuaMoitra was only trying to emulate the mad and rabid Mamata Banerji, except noone gives a toss for such 'I need to shout to be heard' attitude. I will never take her seriously and noone else does too	0	1	0
549	Halala is NOT in Islam and it happens in rare of the rarest where people are NOT educated. I will enlight you more but just give me the data of Halala.	0	1	0
554	See unknown person this is good if this govt ban halala first, this is also haram practice, if you read the process of talaq you will sure amaze.  and instead triple talaq is also not valid in Islam.	0	1	0
567	@MamataOfficial bhi 20 saal se hawai chappal pahenke chuty@ bana rahi hai public ko.  Stop posing.... start working. You are elected to WORK FOR THE PEOPLE.  And your riding bicycle videos will not WORK for you for long... if you don't WORK!!  Mamata knows that. 	0	1	0
572	Why did Boris take Rudd and Morgan+ other Remainers into cabinet, I don’t trust Boris at all.  If people leave the @brexitparty_uk for this charlatan Boris and the CONs, they will never get another chance to leave support a genuine leave party @brexitparty_uk	0	1	0
574	You might have done better not to have had dinner with the leaders of one party the night before Mr Prime Minister     Doesn’t exactly scream impartiality	0	1	0
580	As if declaring something 'Haraam' has stopped people from practicing that exact thing??    Sex out of marriage is strictly Haraam (گناہ کبیرہ) but still Muslims do indulge themselves in it nonetheless.	0	1	0
581	'My prime focus this morning is to do everything I can to get the government in Northern Ireland up and running again.    'I attach huge importance to the Belfast/Good Friday Agreement.' – PM @BorisJohnson	0	1	0
585	Mene Google se smja...  Halala meat mtlb...Jo islam k according banaya gya..  Muslim ne bola ki simple meat diya... Halala k according do to unhe bol rhe hae 'sorry ' hum order shi krte hae..  Pr hindu ne bola kuch ...To bola   Food doesn't have religion..	0	1	0
587	Quran endorsed Halala & triple talaq kab hatwa rahe ho sir?	0	1	0
600	Jeez has Uri Geller got to him it seemed to work with Treasonous May	0	1	0
601	This #junk49 with backing of Mamata wanted to take away the good positive mood in country after chandrayan and show govt in bad light...their anti HINDU attitude is also shown by visit of this lady to jihadis after attack on doctors..Mamata psychophant	1	0	1
621	No you don't. Stop lying. If you genuinely did attach 'huge importance to the Good Friday Agreement' you wouldn't keep going on about the 'undemocratic backstop'.	0	1	0
638	tell the DUP you want your money back unless they agree to get back to work. if that doesn’t work , tell them you’re not funding their salaries until they do.	0	1	0
639	Woh toh zomato ko bhiksha de Raha tha	0	1	0
641	When you're #woke and still can't see. #RefugeesAreWelcome 	0	1	0
650	TMC ke sabhi neta khud ko mamata banerji samjte hai	0	1	0
655	If you don't believe in what has been made halal & haram in Islam just say so ¯\_(ツ)_/¯    'Indeed, Allah ordained what He intends.' Holy Quran (5:1). Sahih Int'l.    Sure, give reasons why permissibility isn't avocation but, to call it unnatural is to disgrace His Message.	0	1	0
659	97% was because of him. Other 3% was you having loud sex	0	1	0
663	You went out there in full knowledge that #brexit was coming. The #uk IS still in the #eu so you CANNOT be disadvantaged for being #british  If you are going to spin a #remain yarn, make it plausible	0	1	0
665	If you resign your Westminster seats and clear the way for independent anti brexit candidates to stand they could force an early general election and bring an end to this nightmare	0	1	0
670	Then fyi, she was on the streets twice this year against the tyranny of Mamata- first, when Bhobisyoter bhoot was pulled off the theatres second, when NRS doctors went on an indefinite strike. I never saw Parno Mitra or Anjana Basu in such protests.	0	1	0
674	@TarekFatah   She is Zainab, gone through 3 divorces by her husband and father-in-law in India. Every time halala performed by local maulvi of village masjid.  Today while returning from masjid she took off the bike & She is now strengthening Islam by knocking her father-in-law 	0	1	0
682	No one is deciding for him on what he believes is right or wrong. If he was that orthodox, he should have gone and got the food by himself. What if the cook or the guy who does the parcel is a Muslim?    What if the rice or the dhal was carried by a muslim in to the hotel?	0	1	0
686	Boris Johnson faces Supreme Court bid to make him stand trial for 'lying and misleading' in Brexit campaign 	0	1	0
709	Accepting #Refugees on the basis of their nationality does not represent your humanity and #HumanRights , Rather, it shows the depth of your discrimination and racism.  #Resettlement4Iranian  #IranianRefugeesInTurkey   @JustinTrudeau @HonAhmedHussen @realDonaldTrump @EU_Commission	0	1	0
710	I was going to comment but then I see that you're a bot ...soooooo never mind.    #fucktRump   #veteransagainsttRump	1	0	1
715	It’s strange & shocking to see a Woman has such pathetic  views ... What A Upbringing... Amazing .     So it indicate you fully support Halala in Islam .	1	0	1
723	#Brexit may be easier. @TheRAC_UK lose car for hours, waste time on FB sending me in circles then back to the number that first exasperated me! Now its 20 days to deal with a complaint. Are @TheAA_UK the same? perhaps @BorisJohnson can put this on his vast to-do list and help?	0	1	0
724	Let's not allow Trump's bulshit about Baltimore divert us from the fact that he and #Epstein are good buddies & partied together with YOUNG GIRLS, many of which were PROBABLY UNDERAGE. Nor should we forget that he directly or indirectly colluded with the Russians. #FuckTrump	1	0	1
727	I'm not that politically active but if there's anyone who discriminates between Hindu and Muslim or Blacks n White and all that please UNFOLLOW me. I believe in equality and i respect anyone regardless of their Race, sex and color! No thanks.	0	1	0
739	Remember #ParisAttacks? At the time, a friend in Australia's parliamentary press gallery mentioned that they'd been 'asked' to stop using 'mastermind', and use 'ringleader' instead. Within 24 hours, all Western MSM switched words. '#magic'	0	1	0
744	Deliberately since she won. How can she say the elections were rigged via EVMs except in my case ? But as @Stupidosaur & Chomsky too have said, controlled resistance is a part of set up govts. Mamata though says EVMs & elections were rigged!    	0	1	0
745	Americans Of All Ages And Races Agree: Trump Is A Racist #Resist #ResistTrump #FuckTrump 	1	0	1
750	'oppressed people who don't realize they're oppressed are stupid and weak sheeple' is an odd take to call feminist or intersectional.	1	0	1
765	So did Tony Blair and the EU.	0	1	0
783	We don’t want the WA or to be in the Single Market or a CU past the 31st of October 2019	0	1	0
784	It actually was in the news. Christians from different parts of Ireland have been calling the UK to find out if it's one of our mosques. They're saying the whole episode is a disgrace.	1	0	1
804	Was just a bit of summer silliness in all probability. If you need any more info, try @TomTugendhat who Chairs the Foreign Affairs Ctte or @RoryStewartUK who used to Chair the Defence Select Ctte. Both thoroughly reliable.	0	1	0
809	My usually unshakeable belief that we will be able to turn this around is starting to crack. I am so disappointed in the U.S. populace as a whole. In a country where ignorance reigns supreme there isn't much hope. And yes, #FuckTrump #FuckTheGOP and #FuckTheNRA	1	0	1
810	Why do you think the UK government has not passed an act through parliament and made settled status primary legislation?	0	1	0
813	These cretins forget @ZomatoIN does not cook/prepare/serve food  They are just an aggregator for customers and restaurants   The Clown who wanted a Hindu delivery boy shd hv also asked for Hindu ingredients/cook  And yes Muslims breathe the same air too  OMG! What’s he gonna do now?	0	1	0
828	@ZomatoIN #BycottZomato     HALAL AND HALALA      Are two most cruel possible things possible to an animal or a woman.     Stop these nonsensical practices in India!	1	0	1
829	As ever hasn’t a clue what he’s talking about	0	1	0
835	Ya ALLAH! let the beauty of Islam reign!  Ya ALLAH! Give victory to the Muslims!  Ya ALLAH! Please let True Islam reign!  Ya ALLAH! Please increase our knowledge of Your Deen.  Ya ALLAH! Please Help    and guide us,  Ya ALLAH! Please accept our duas.for You are Everything to us.    Ameen	0	1	0
847	Yes Halala girl, How about having jhatka meat up yours ?	0	1	0
850	She is not forgiven and never pardoned. She activated a clone army of Boomer-aged white women inclined to do the very same sh-t to get ahead. So many accounts with #BLM and #FuckTrump plastered all over them were canceled....	1	0	1
856	Well Mary Lou McDonald, please take your seats in Parliament and vote with Labour when the times comes for a no-confidence vote. If not then what's the point in moaning, if dear Boris Trump leads us out of the EU with a bang!	0	1	0
863	What happened in Delhi, happened in Parliament 18 yrs ago.    Happened in Mumbai 11 yrs ago.    Happened in Kashmir 30 Yrs ago.    Happened in Wayanad Moplah 100 yrs ago.    Happened in Ayodhya,Mathura & Kashi 500 yrs ago.    This Jihad will happen again at a place & time chosen by them.	0	1	0
870	#AIMIM President Barrister Asaduddin Owaisi and Party Legislatives Mohd Moazam Khan, Ahmed Pasha Qadri, Mumtaz Ahmed Khan and Jaffar Hussain Meraj today at Party Headquarters Darussalaam. @asadowaisi	0	1	0
871	Punjab police realized their mistake......   Hence the second snap 	0	1	0
872	Hello @timesofindia  Have the GUTS to name the Accused as TAUSIF IMRAN KHAN  In the Title of the Article ?    Vadodara: Class X girl repeatedly raped after promise of marriage | Vadodara News - Times of India https://timesofindia.indiatimes.com/city/vadodara/class-x-girl-repeatedly-raped-after-promise-of-marriage/articleshow/69909210.cms …    #डरा_हुआ_मुसलमान ?	1	0	1
880	Shame on U @mangalpandeybjp  As a health minister you and your government totally failed in Bihar. More than 150 children has been dead due to fever. And he is busy to know the crock score.   #MuzaffarpurChildrenDeath	0	1	0
883	A useless and antisocial person whose job is to spread hatred against Muslims cant be expected to say anything logical. Full time this antisocial person is engaged in opposing whatever is related to Muslims. That is her real reason for this nonstop रंडी रोना.	1	0	1
896	why only hijab you can remove ur all clothes u r creating propoganda against islam and muslim women u think hijab has problem for muslim women development so i can remember u such lady  नाम इंसाफ रखने से इंसाफ नही हो जाता अगर इतनी ही चिंता है तो मुस्लिम औरतों की शिक्षा के लिए लड़ो	0	1	0
900	protest rally against the Lynching of #TabrezAnsari at silver dove school ground to Randhir verma chowk Dhanbad Jharkhand on 30-6-19.  @asadowaisi   @syedasimwaqar	0	1	0
904	If I heard it right, the mob is saying 'Allah-o-Akbar' and 'Naara-e-Takbeer'?	0	1	0
908	Ramalingam was murdered brutally by Muzlim men, day after his video of confronting Izlamic preachers went viral. His hands were chopped off and he was tortured before he was murdered. How many prime time debates did you see on this lynching? How many people in power did it pain?	1	0	1
920	While Chanting ‘Allah O Akbar’ and ‘Naara E Takbeer’, Mob Vandalises Temple In Delhi’s Chandni Chowk https://swarajyamag.com/insta/while-chanting-allah-o-akbar-and-naara-e-takbeer-mob-vandalises-temple-in-delhis-chandni-chowk … via @swarajyamag	0	1	0
923	Why don't you declare the cow a national animal? BJP has banned beef in hindi belt but not in northeast states. BJP's no beef ban in northeast states exposes its dual politics.       :-@syedasimwaqar	0	1	0
924	Delhi Govt school Class X results    2011—99.1%  2012—99.23%  2013—99.45%  2014—98.81%    Under AAP Govt     2015—95.81%  2016—89.25%  2017—92.44%  2018—68.90%  2019—71.58%    AAP has destroyed education in Delhi govt schools but Paid Media propaganda calling it Education Revolution by Kejriwal	0	1	0
925	/// to know about Islam, one should study the holy Qur'an #tripletalaqtruth #WomenInIslam #trueislam	0	1	0
938	Tension in:    -Mirzapur: Radicals beat up Man going to Temple    -Meerut: Boys fire toy guns outside Temple to spread fear.    -Madaidih: Mob attacked People returning from funeral.    -Dilari: Radicals killed Man for accusing them of daughter’s kidnapping.    Kuch mat bolo Secularism hai	1	0	1
942	Wish @MamataOfficial is listening    Don't spare criminals: Eminent Muslims from Bengal tell CM Mamata Banerjee - India News	0	1	0
944	This Hate speech of AIMIM President Barrister @asadowaisi will leave you blank, you may disagree with him but you cannot ignore his words. What he speak is clear facts this video explains Muslim leadership in todays atmosphere very well, do listen!   @shaukat_aimim @syedasimwaqar	0	1	0
960	No Muslim MP from your party comes. Who is keeping them behind? You. There's a difference b/wtheir words&ideology. Narasimha Rao was responsible for Babri Masjid demolition, despite being PM he couldn't do anything. Now there's Modi who wants to work on his ideology. @asadowaisi	0	1	0
967	Our biggest fans this week: asadowaisi, warispathan, AimimFansClub. Thank you! via https://sumall.com/thankyou?utm_source=twitter&utm_medium=publishing&utm_campaign=thank_you_tweet&utm_content=text_and_media&utm_term=2b6a651d67daed1419a46789 …	0	1	0
969	Why All #Paid_Media is Silent On This News     This is Not #Pakistan     This is Not #Kashmir     This is My #Delhi     'Peaceful_Muslims' Attack on #Hindu_Temple  #DurgaMandir at Lal Kuwa 'Old_Delhi'      @ippatel @Swamy39 @KapilMishra_IND @vhsindia @MODIfiedVikas @indiantweeter	0	1	0
971	“Moreover, things are getting worse for Muslims, likely as a result of a lack of quotas. Since the mid-1950s, intergenerational mobility—the opportunity for a boy to do better in life than his father—has improved for scheduled castes and scheduled tribes, but fallen for Muslims.”	0	1	0
985	Wasim Akram - 'Kumble had got nine wickets and me and Waqar (Younis) were batting in the crease. Waqar came to me and said 'How about getting run out?' so that Kumble does not get his 10th wicket.''    #WeHaveWeWill	0	1	0
986	Do you even know about your religion, attention twitter!!!! 	0	1	0
987	Alright ... Looks like instructions have gone out to the Left Liberal to make sure a big bastion is not lost by Didi next year, so leave no stone unturned. Start by making Mahua Moitra as the Poster Girl of TMC in the Lok Sabha taking the fight to the house of brute majority.	0	1	0
1033	Heartly congratulations, for your success in parliament elections .Almighty Allah bless you, for आज़मगढ़	0	1	0
1037	#AIMIM President Barrister Asaduddin Owaisi slams PM Modi & said tell where has our transport aircraft disappeared from 3rd June, and Ma shaa Allah our Media is too intelligent they said that aliens came from the sky and took it with themselves:  @asadowaisi   1/2	0	1	0
1048	Had a #Moroccan Breakfast with Moroccan Tea at #Morocco Embassy with the #Morocco Ambassador HE Mr Mohammed Maliki ...   Lunch meeting with Respectable @AcharyaPramodk Ji at my residence. Honour to have you at my home .   #India #Delhi	0	1	0
1056	People are being beaten up if they do not raise slogans of JSR (Jai Shri Ram) & VM (Vande Mataram). Such incidents aren't going to stop. Only Muslims&Dalits are being targeted. There are orgs behind such incidents&all of them are linked to Sangh pariwar. @asadowaisi	0	1	0
1065	No days off ‍. Nothing can be done without hardwork.	0	1	0
1078	When you got average marks in exam... And ur Dad is like...    #dad:- वो #मिश्राजी के #लडकी को देखा ?    You:- हा dad.. She is so #Cute_and_Beautiful.    #Dad:- #कमिने मैं रिश्ते की बात नही कर रहा, उसके #मार्क्स देख out of है..  मेरी #चप्पल कहा है!	0	1	0
1080	It violates Article 14 and 15 of the Constitution. The government does not care about Muslim women, says AIMIM MP @asadowaisi on #TripleTalaqBill in Lok Sabha.	0	1	0
1093	India's bowlers run riot around the West Indies batsmen, making them capitulate as #TeamIndia continue their unbeaten run! Watch @robbieuthappa, @joybhattacharj discuss the game with @gbhimani on @My11Circle presents #CricbuzzLIVE     #INDvsWI #WIvIND	0	1	0
1107	Please save t EVM from manipulations,U will clean sweep	0	1	0
