	text	labels	predicted	cross_predicted
445	"#JoeScarborough is a vile excuse for a journalist"". Here he is criticizing #Trump yet refuses to come clean about the death of an intern in his office. Stop talking about everyone else and start talking about YOUR INVOLVEMENT WITH #LORIKLAUSUTIS. @USER"	1	1	1
447	Ain’t nobody shit if you ask me... including myself.	1	1	1
455	"The Dregs of Society""... more LABELINGand DEHUMANIZING Conservatives.I suggest,WE, Conservatives keep OUR ammo dry and OUR guns loaded..If the Fascist Liberal Left THINK Conservatives WILL go quietly into internment camps or slaughtered in the streets they NEED a REALITY check. URL"	1	1	1
460	#Feinstein you cant say anything truthful.  You are a loers and liar. URL	1	1	1
468	#Nigeria #Naija #9ja 'You are the most incompetent leader in Nigeria’s history' – Atiku blasts Buhari URL By championnewsng Via URL	1	1	1
478	// SO WANT TO KICK TWITTERFUCK ASS.	1	1	1
480	#FailedDemFeinstein should have quit decades ago. She is a disgrace.  Feinstein blames GOP after Kavanaugh accuser stays mum, admits 'I can't say everything's truthful'  URL	1	1	1
488	@USER fuck	1	1	1
491	. a grown ass woman, probably 10 years older than me is currently spreading rumors rather than talking to me about it, nice work you got there satan ❤️	1	1	1
495	#IDIOTS Is there nothing beneath them? Lol. What fools Liberals are! #MAGA #KAG 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 URL	1	1	1
502	@USER The kindest explanation is that he is tone-deaf.  It's hard to feel kind when he and his ilk do this repeatedly.	1	1	1
509	...what about death _metal_? I want more death METAL... Tell me, you hateful Keebler Elf, WHERE CAN I HAVE MORE DEATH METAL???? URL	1	1	1
515	Am I a dickhead ???? Probably yes	1	1	1
526	(cr1tikal voice) smef my ass cheeks	1	1	1
554	#David #Miliband #DavidMiliband flew away  in #NewYork to be with the #US #Liberals #Democrats - had to flee #Corbynists hatred of Jews	1	1	1
555	Anyway this game sucks :)	1	1	1
559	#ibelieveblaseyford is liar she is fat ugly libreal #snowflake she sold her  herself to get some cash !! From dems and Iran  ! Why she spoke after  #JohnKerryIranMeeting ?	1	1	1
566	#Conservatives do NOT represent all Canadians.   They are Authoritarian scum.   #cdnpoli #onpoli URL	1	1	1
579	"#LifeIsButepu when you are black and can say the word nigga"". Feel me my niggas??? URL"	1	1	1
584	#Austerity Low pay #TuitionFees  Lack of housing Wages falling #UniversalCredit Unaffordable rents #NHS crisis Crap railways Empty shops #Brexit No deal exit from EU #Windrush #Grenfell   In just 8 short years the @USER have completely fucked the UK	1	1	1
587	@USER #ThoseThatAreTheLoudest are afraid, JUSTICE is coming #Bono is a scam just like the #ClintonFoundation #PedoWood #Haiti URL	1	1	1
591	3 days before BBC Radio 2’s Festival in a Day, they decide to tell us that their headline act isn’t coming anymore. Thanks a lot, now I’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me 😑👍🏻	1	1	1
592	#tytlive Trump needs to go because he is a danger to the country and the world.  Any way we can get rid of him is good	1	1	1
594	@USER #DavidHogg, you're nobody.	1	1	1
601	28, 27, 25 and 21 but like,, it’s still really miserable and unpleasant for us?? And like they even told me how they weren’t happy and would have got divorced before I was even born so I’m like cool cool I was literally born into hatred that’s awesome no wonder I’m such a fuckup	1	1	1
613	0-1 lost my acca on the first fucking fight cba	1	1	1
614	@USER @USER I'll use that one the next time im in a gun control debate or in a debate about free speech or taxes. Yes you can choose to be irresponsible or choose not to be. I argue responsible. Whats wrong with that? Don't justify murder by saying it was never alive or its my right.	1	1	1
615	@USER @USER Who the hell does he think he is?	1	1	1
617	#LiberalismIsAMentalDisorder #Hypocrites #DemocratsHateAmerica #DemocratsAreDangerous EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT. URL	1	1	1
634	@USER @USER 😂 You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard  family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck	1	1	1
637	5k Bitches 🎉💙	1	1	1
638	#Liberals always up to dirty tricks to get their way. 👇👇 URL	1	1	1
639	#Conservatives are more upset about #bertenernie being #gay than having a #sexualpredator in the @USER a hooker as @USER and a #rapist as #supremecourtjustice	1	1	1
649	#Conservatives just like old #Garbage bags blowing in the wind, here's an old garbage bag now... URL	1	1	1
667	#Resist traitors caught on video breaking our laws to further their #Communist #Socialism ways and slow down the #Trump agenda. They are the DC Chapter of Democrat Socialists of America. Forget anTifa, that is a distraction from the real Resistance. #MAGA  URL	1	1	1
679	#CoryBooker is not a hero, he is an American traitor and should be treated as such. Arrest, prosecute, and  carry out sentence. #KavanaughConfirmation URL via @USER	1	1	1
681	100 Round Goon Bitch Is You Kiddin Me🤣	1	1	1
698	@USER #Carrey is a #pervert himself!	1	1	1
701	@USER nigga are you stupid your trash dont play with him play with your bitch 😂	1	1	1
702	#NoOneAskMe But here's my opinion #offset keeping this beef up between #cardiB and @USER he know Cardi slow and believe everything he says.. She is his meal ticket. I just think #offset need to sit his ugly ass down.	1	1	1
703	#ICYMI - Liberals' Favorite Myth That Obama Was a Law Professor Is Now Destroyed?! URL	1	1	1
730	And she has a pet??? Fucking disgusting URL	1	1	1
736	#BlackInkCrewCHI lily they don’t hate you....you Hate you. You are your own worst enemy cause you let your anger get in the way I legit feel like Shes one of the kids I Work with at my job	1	1	1
741	#Conservatives have no genetic ability to understand #hypocrisy or #irony. Right wing ideology gets ya all twisted in knots. #onpoli  #Ontario  #PartyOfYesteryear  @USER  #FraudNation URL	1	1	1
748	#TheView #BothamJean I don't believe #AmyGuyger she is a lying pos! I live near a police station..I hope and pray a cop doesn't bust up in my house thinking it's his/hers and kills me..my God..we/people of color are police prey..we're always in police cross-hairs..no matter what	1	1	1
751	And that’s why you were at NYFW cause your such a class act.. getcho wack ass outta here URL	1	1	1
762	#Conservatives We mus pray for liberals. They trooly kno knot watt they do. I was brot up socialist democrat, by my wonderful, but, ignorant parents. I served inda military. I learnd I can serve Christ, too. Eye reel -eyesed CONSERVATIVISM was more closely aligned w God.	1	1	1
764	#disarmthem #antifa Please NO ONE be stupid enough to do this. Most of us DO NOT open carry, most of us carry concealed. Anyone stupid enough to do this, that is considered an act of aggression and you will be shot We also carry more than one weapon. We shoot to kill, not maim.	1	1	1
767	All these sick ass ppl from school gave me something and now I have to chug down this nasty drink so it can go away🙃	1	1	1
775	#FemiNazis are Liberals so #MeToo only counts when they blame a non-Liberal man. #Bizarro  #KAG2018 ❤️🇺🇸 URL	1	1	1
786	#EuropaLeague Song the EU, cash your remaining chips in and p*ss off 👍 You've played all your cards and liberals in the U.S too.  Brexiteers and Trump takes it all so be nice eh and life'll be better for everyone.  URL	1	1	1
791	$1500 for a phone. You all are fucking dumb.	1	1	1
797	#HowToGetPeopleOutOfYourHome  Tell them that you're a vampire...then threaten to eat them if they don't get their asses out.  *shrugs*  What?  Problem?	1	1	1
800	#Kavanaugh The moment #BlaseyFord is exposed as a fraud, expect a new accuser to surface. Liberals are a one trick pony. #LiberalismIsAMentalDisorder	1	1	1
814	@USER oh fuck off 😂😂	1	1	1
827	#MAGA Tell me ONE good thing #trump has done as #president. I dare you! He is the worst president in history.	1	1	1
833	#ConfirmKavanugh now, stall tactics are DC cronies only recourse. No more delays.  #VoteRed to end this madness and to #MAGA	1	1	1
834	@USER @USER @USER @USER Beats the hell NJ out of me lol. Dude already made the assumption that I'm antifa. He even ignored all the evidence to make that assumption.	1	1	1
835	#StopEtchecopar? Fuck you all 🖕🖕🖕🖕🖕 Que florezcan mil Baby Etchecopar 🌻🌻🌻	1	1	1
842	#Antifa are mentally unstable cowards, pretending to be relevant. URL	1	1	1
847	@USER @USER And Browning looked like dog shit against the same FCS school. What’s your point?	1	1	1
853	All two of them taste like ass. URL	1	1	1
