	text	labels	predicted	cross_predicted
221	#DeclassifyDocuments I love watching liberals like Maria squirm. #Outnumbered	1	0	0
260	#Liberals Are Reaching Peak Desperation To Call On #PhillipRuddock To Talk With #Turnbull To Convince Him To Help with #WentworthVotes 18 Sept 2018  @USER #Auspol #LNP #NSWpol @USER  @USER @USER #LNPMemes URL	1	0	0
265	@USER Got to love that the people making the laws tend to know nothing about the subject they're making the law for. You should hear some of the gun control laws people try to pass here in the states.	1	0	0
279	#ArrestGeorgeSoros He Funds #DomesticTerrorists #Antifa URL	1	0	0
281	#Conservatives Govt have run up debt in spite of austerity cuts while the rich have doubled their wealth. #inequality  URL via @USER	1	0	0
297	#BiggBossTelugu2 how many of you #KaushalArmy cum @USER fans... URL	1	0	0
312	#Christian #America – If we go by #Trump’s example, where liberals support open borders, I guess conservatives support school shootings.   Please explain how this makes America great again.	1	0	0
351	#BREAKING. #Greece: Molotov cocktails fly after protest honouring killed antifa arti... URL via @USER URL	1	0	0
369	#Liberals / #Democrats THIS is what you stand for. If not, then #WalkAway URL	1	0	0
370	#Beeto Just Demonstrated How To Lose An Election In #Texas   URL #MAGA @USER #rkba @USER #DVC	1	0	0
382	#ChristineBlaseyFord is only being harassed by members of the Antifa the radical arm of the Democratic Party funded by George Soros.  #VoteRedToSaveAmerica	1	0	0
422	#Texas Ted Cruz campaign is sending people solicitations disguised as official looking county summons. Elderly residents have been confused by the notice to appear. He is so skeezy.    URL	1	0	0
429	#GoodMorningAmerica  #TuesdayMotivation #Thankyou #FatherGod the #Americanpeople will begin to see the #truth about our #governmentcorruption @USER @USER @USER #mediaCorruption #NoRedaction #DeclassifyFISA #Declassification completely #Obama #HillaryClinton #Lies #Leakers #liberals URL	1	0	0
483	@USER @USER @USER Fascism was also against liberals as is Antifa according to your meme.	1	0	0
494	#Conservatives don’t care what you post..it’s @USER propaganda.. URL	1	0	0
512	#America  ... tear down that #Wall! URL #tcot #partisanship #Trump #thewall #Borderwall #liberty #civilsociety #think #Conservatives #Democrats #Progressives #liberals #Independent #libertarians #GOP #DNC #CriticalThinking	1	0	0
609	#DeSantis=DeRacist, as bad a choice as he is, he “distanced” himself from the Prez’s comments today questioning any deaths in Puerto Rico from Hurricane Maria @USER @USER #whataputz	1	0	0
640	#Antifa protest in #Athens for the 5 years after the murder of Pavlos Fyssas by Golden Dawn.  Their voters are complicit to their crimes. #KillahP URL	1	0	0
665	#ConfirmKavanaugh ✅ #Kavanaugh #SCOTUS #POTUS45 #PresidentTrump #AmericaFirst #MAGA#KAG 🚫Anti #Trump liberal activist Accuser  #Ford makes accusation but  not willing to be subject 2 B question? Suffer the consequence of filing a false charge #LockHerUp  URL	1	0	0
765	@USER * Puerto Rico is destroyed; more than 3,000 die * Trump visits, and throws paper rolls at people * 11 months later, Puerto Rico is still waiting for help * Trump says everything is fine, and his visit was a great success  🤔	1	0	0
778	#BREXIT deal HAS been reached - and will be unveiled at special summit in NOVEMBER, Has @USER sold out the #UK to the eu??? She better have not or the @USER are finished!! @USER URL	1	0	0
823	#DemocratPartyOfDomesticTerrorists #Fascist #Antifa #FemiNazi   Don't Just #WalkAway RUN! URL	1	0	0
826	#auspol  I don't know why he is still in his job. Seriously. URL	1	0	0
